date,date_bet,bet_delay,bsp_reconciled,complete,inplay,number_of_winners,number_of_runners,number_of_active_runners,last_match_time,total_matched,total_available,cross_matching,runners_voidable,version,status
2017-01-11T23:03:17.984859,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-11T22:46:42.909Z,432.86340296456115,6649.443881294862,True,False,1531310132,OPEN
2017-01-12T11:03:16.075338,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-12T10:55:04.451Z,1760.510815283485,8098.25374288382,True,False,1531310132,OPEN
2017-01-12T23:21:23.145902,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-12T22:57:18.057Z,2634.487984,10225.196427888948,True,False,1531310132,OPEN
2017-01-13T02:24:16.402564,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-13T02:04:06.423Z,2643.216616555432,10419.372703025561,True,False,1531310132,OPEN
2017-01-13T11:03:34.263931,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-13T10:12:52.048Z,2772.575186992734,12418.52938160607,True,False,1531310132,OPEN
2017-01-13T23:03:20.202151,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-13T21:22:34.891Z,3263.814879328869,11644.574417679794,True,False,1531310132,OPEN
2017-01-14T11:03:21.920911,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-14T10:45:52.637Z,3498.8038821352516,11296.761895370086,True,False,1531310132,OPEN
2017-01-14T23:03:25.442134,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-14T23:02:05.978Z,4145.808456276073,11254.684054029172,True,False,1531310132,OPEN
2017-01-15T11:03:17.807192,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-15T10:45:47.415Z,4389.040126435582,11116.247177452482,True,False,1531310132,OPEN
2017-01-15T23:03:17.696057,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-15T22:45:50.945Z,4682.619044834122,14096.939751531325,True,False,1531310132,OPEN
2017-01-16T11:03:18.323546,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-16T10:55:29.230Z,4969.435154010876,14123.798340813846,True,False,1531310132,OPEN
2017-01-16T23:03:19.600932,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-16T19:46:23.328Z,5142.950839643222,14222.940724644099,True,False,1535067851,OPEN
2017-01-17T11:03:22.660092,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-17T11:02:30.172Z,5163.612915047703,14694.815981109616,True,False,1535067851,OPEN
2017-01-17T23:03:27.668710,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-17T20:03:38.050Z,16917.35320861723,17670.65022122276,True,False,1535067851,OPEN
2017-01-18T11:03:26.813952,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-18T07:07:11.459Z,17361.524431352726,17807.40530290917,True,False,1535067851,OPEN
2017-01-18T23:03:24.392008,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-18T21:37:01.812Z,17639.01350620913,37577.6658160996,True,False,1535067851,OPEN
2017-01-19T11:03:21.256922,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-19T10:22:20.693Z,17935.8174310941,37374.21447399202,True,False,1535067851,OPEN
2017-01-19T23:05:33.911050,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-19T19:36:37.570Z,18159.277010922273,37655.24997575123,True,False,1535067851,OPEN
2017-01-20T11:03:21.394133,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-20T09:05:42.717Z,18259.431655573175,37458.318722546115,True,False,1535067851,OPEN
2017-01-20T23:03:22.693838,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-20T22:29:19.654Z,20606.933264502797,37355.20978334906,True,False,1535067851,OPEN
2017-01-21T11:03:21.179492,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-21T10:35:09.981Z,21126.17909680889,35822.40017782126,True,False,1535067851,OPEN
2017-01-21T23:03:25.829701,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-21T22:38:42.870Z,21538.277911590874,35917.26019277992,True,False,1535067851,OPEN
2017-01-22T11:03:22.209357,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-22T11:01:24.683Z,21750.00096199801,36130.56545561977,True,False,1535067851,OPEN
2017-01-22T23:03:25.789954,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-22T22:49:12.028Z,22012.580228817504,36007.20869255473,True,False,1535067851,OPEN
2017-01-23T11:03:21.480730,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-23T10:51:58.303Z,23318.631455095318,35785.48728619512,True,False,1535067851,OPEN
2017-01-23T23:03:25.592906,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-23T22:23:14.644Z,23689.83598963549,35665.83069969808,True,False,1535067851,OPEN
2017-01-24T11:03:21.792934,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-24T09:32:40.750Z,26071.36404573631,20940.605528993903,True,False,1535067851,OPEN
2017-01-24T23:03:25.151623,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-24T22:24:43.277Z,27199.539969853526,15415.355290412921,True,False,1535067851,OPEN
2017-01-25T11:03:23.182985,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-25T06:41:31.726Z,27332.993920694473,16186.45002843861,True,False,1535067851,OPEN
2017-01-25T23:03:23.279373,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-25T20:31:04.234Z,28233.782130320804,16863.17222853549,True,False,1535067851,OPEN
2017-01-26T11:03:27.540538,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-26T09:47:51.317Z,28422.19903567132,16927.354722167423,True,False,1535067851,OPEN
2017-01-26T23:03:24.734683,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-26T22:54:27.105Z,29067.692539687832,20383.898006521034,True,False,1535067851,OPEN
2017-01-27T11:03:23.421193,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-27T10:33:36.830Z,30439.143404802486,17362.07729781763,True,False,1535067851,OPEN
2017-01-27T23:03:24.556073,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-27T22:54:39.114Z,30943.156543427085,16323.947314309837,True,False,1535067851,OPEN
2017-01-28T11:03:21.818677,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-28T10:13:45.070Z,30987.72008245564,15368.497374352626,True,False,1535067851,OPEN
2017-01-28T23:03:25.593654,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-28T22:53:02.922Z,32157.063287775047,17202.867949894375,True,False,1535067851,OPEN
2017-01-29T11:03:21.436755,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-29T10:28:23.935Z,32517.740450499332,16979.96772681653,True,False,1535067851,OPEN
2017-01-29T23:03:26.746450,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-29T22:45:36.733Z,35214.26346537667,17869.350292129537,True,False,1535067851,OPEN
2017-01-30T11:03:22.492213,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-30T10:57:24.103Z,38495.16569518202,21358.035209242673,True,False,1535067851,OPEN
2017-01-30T23:03:27.970607,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-30T22:32:21.946Z,40131.18654779652,22606.630995156167,True,False,1535067851,OPEN
2017-01-31T11:03:22.313220,2017-01-12T00:00:00.000Z,0,False,True,False,1,4,4,2017-01-31T10:37:03.501Z,41368.67959259001,22231.02235310269,True,False,1535067851,OPEN
