date,title,odds,identifier,available_to_back_0,available_to_back_1,available_to_back_2,available_to_lay_0,available_to_lay_1,available_to_lay_2,available_to_back_0_size,available_to_back_1_size,available_to_back_2_size,available_to_lay_0_size,available_to_lay_1_size,available_to_lay_2_size
2017-04-23T22:05:14.294982,Labour,,1111884,,,,,,,,,,,,
2017-04-23T22:05:14.294982,Conservative,,1111885,,,,,,,,,,,,
2017-04-23T22:05:14.294982,Liberal Democrat,,2938886,,,,,,,,,,,,
2017-04-23T22:05:14.294982,UKIP,,3614201,,,,,,,,,,,,
2017-04-23T22:05:14.294982,Green,,2938887,,,,,,,,,,,,
2017-04-24T10:05:09.933384,Labour,,1111884,,,,,,,,,,,,
2017-04-24T10:05:09.933384,Conservative,,1111885,,,,,,,,,,,,
2017-04-24T10:05:09.933384,Liberal Democrat,,2938886,,,,,,,,,,,,
2017-04-24T10:05:09.933384,UKIP,,3614201,,,,,,,,,,,,
2017-04-24T10:05:09.933384,Green,,2938887,,,,,,,,,,,,
2017-04-24T22:05:10.232212,Labour,,1111884,,,,,,,,,,,,
2017-04-24T22:05:10.232212,Conservative,,1111885,,,,,,,,,,,,
2017-04-24T22:05:10.232212,Liberal Democrat,,2938886,,,,,,,,,,,,
2017-04-24T22:05:10.232212,UKIP,,3614201,,,,,,,,,,,,
2017-04-24T22:05:10.232212,Green,,2938887,,,,,,,,,,,,
2017-04-25T10:05:12.378487,Labour,,1111884,,,,,,,,,,,,
2017-04-25T10:05:12.378487,Conservative,,1111885,,,,,,,,,,,,
2017-04-25T10:05:12.378487,Liberal Democrat,,2938886,,,,,,,,,,,,
2017-04-25T10:05:12.378487,UKIP,,3614201,,,,,,,,,,,,
2017-04-25T10:05:12.378487,Green,,2938887,,,,,,,,,,,,
2017-04-25T22:05:07.566364,Labour,,1111884,,,,,,,,,,,,
2017-04-25T22:05:07.566364,Conservative,,1111885,,,,,,,,,,,,
2017-04-25T22:05:07.566364,Liberal Democrat,,2938886,,,,,,,,,,,,
2017-04-25T22:05:07.566364,UKIP,,3614201,,,,,,,,,,,,
2017-04-25T22:05:07.566364,Green,,2938887,,,,,,,,,,,,
2017-04-26T10:05:09.637676,Labour,,1111884,,,,,,,,,,,,
2017-04-26T10:05:09.637676,Conservative,,1111885,,,,,,,,,,,,
2017-04-26T10:05:09.637676,Liberal Democrat,,2938886,,,,,,,,,,,,
2017-04-26T10:05:09.637676,UKIP,,3614201,,,,,,,,,,,,
2017-04-26T10:05:09.637676,Green,,2938887,,,,,,,,,,,,
2017-04-26T22:05:09.096437,Labour,,1111884,,,,,,,,,,,,
2017-04-26T22:05:09.096437,Conservative,,1111885,,,,,,,,,,,,
2017-04-26T22:05:09.096437,Liberal Democrat,,2938886,,,,,,,,,,,,
2017-04-26T22:05:09.096437,UKIP,,3614201,,,,,,,,,,,,
2017-04-26T22:05:09.096437,Green,,2938887,,,,,,,,,,,,
2017-04-27T10:06:04.813555,Labour,,1111884,,,,,,,,,,,,
2017-04-27T10:06:04.813555,Conservative,,1111885,,,,,,,,,,,,
2017-04-27T10:06:04.813555,Liberal Democrat,,2938886,,,,,,,,,,,,
2017-04-27T10:06:04.813555,UKIP,,3614201,,,,,,,,,,,,
2017-04-27T10:06:04.813555,Green,,2938887,,,,,,,,,,,,
2017-04-27T22:06:00.496888,Labour,,1111884,1.02,,,,,,237.36,,,,,
2017-04-27T22:06:00.496888,Conservative,,1111885,23.0,19.0,,,,,11.87,11.87,,,,
2017-04-27T22:06:00.496888,Liberal Democrat,,2938886,7.4,6.4,,,,,11.87,11.87,,,,
2017-04-27T22:06:00.496888,UKIP,,3614201,85.0,,,,,,11.87,,,,,
2017-04-27T22:06:00.496888,Green,,2938887,85.0,,,,,,11.87,,,,,
2017-04-28T10:06:00.014802,Labour,,1111884,1.02,,,,,,236.58,,,,,
2017-04-28T10:06:00.014802,Conservative,,1111885,23.0,19.0,,,,,11.83,11.83,,,,
2017-04-28T10:06:00.014802,Liberal Democrat,,2938886,7.4,6.4,,,,,11.83,11.83,,,,
2017-04-28T10:06:00.014802,UKIP,,3614201,85.0,,,,,,11.83,,,,,
2017-04-28T10:06:00.014802,Green,,2938887,85.0,,,,,,11.83,,,,,
2017-04-28T22:06:00.470913,Labour,,1111884,1.04,,,,,,475.32,,,,,
2017-04-28T22:06:00.470913,Conservative,,1111885,23.0,19.0,,,,,11.88,11.88,,,,
2017-04-28T22:06:00.470913,Liberal Democrat,,2938886,6.4,5.7,,,,,11.88,11.88,,,,
2017-04-28T22:06:00.470913,UKIP,,3614201,85.0,,,,,,11.88,,,,,
2017-04-28T22:06:00.470913,Green,,2938887,85.0,,,,,,11.88,,,,,
