date,title,odds,identifier,available_to_back_0,available_to_back_1,available_to_back_2,available_to_lay_0,available_to_lay_1,available_to_lay_2,available_to_back_0_size,available_to_back_1_size,available_to_back_2_size,available_to_lay_0_size,available_to_lay_1_size,available_to_lay_2_size
2017-04-28T10:06:44.751434,Conservative,,1111885,,,,,,,,,,,,
2017-04-28T10:06:44.751434,Labour,,1111884,,,,,,,,,,,,
2017-04-28T10:06:44.751434,Liberal Democrat,,2938886,,,,,,,,,,,,
2017-04-28T10:06:44.751434,UKIP,,3614201,,,,,,,,,,,,
2017-04-28T10:06:44.751434,Green,,2938887,,,,,,,,,,,,
2017-04-28T22:06:39.029057,Conservative,,1111885,5.7,5.2,,,,,11.88,11.88,,,,
2017-04-28T22:06:39.029057,Labour,,1111884,1.01,,,1.3,1.32,,475.32,,,52.1,46.81,
2017-04-28T22:06:39.029057,Liberal Democrat,,2938886,50.0,,,,,,11.88,,,,,
2017-04-28T22:06:39.029057,UKIP,,3614201,50.0,,,,,,11.88,,,,,
2017-04-28T22:06:39.029057,Green,,2938887,100.0,,,,,,11.88,,,,,
2017-04-29T10:06:51.510123,Conservative,,1111885,5.7,5.2,,,,,11.88,11.88,,,,
2017-04-29T10:06:51.510123,Labour,,1111884,1.01,,,1.29,1.3,1.32,475.32,,,19.34,32.91,46.81
2017-04-29T10:06:51.510123,Liberal Democrat,,2938886,50.0,,,,,,12.34,,,,,
2017-04-29T10:06:51.510123,UKIP,,3614201,50.0,,,,,,11.88,,,,,
2017-04-29T10:06:51.510123,Green,,2938887,100.0,,,,,,11.88,,,,,
2017-04-29T22:06:37.429634,Conservative,,1111885,5.8,5.4,,,,,11.84,11.84,,,,
2017-04-29T22:06:37.429634,Labour,,1111884,1.02,,,1.29,1.31,,473.4,,,53.21,48.79,
2017-04-29T22:06:37.429634,Liberal Democrat,,2938886,55.0,,,,,,12.29,,,,,
2017-04-29T22:06:37.429634,UKIP,,3614201,55.0,,,,,,11.84,,,,,
2017-04-29T22:06:37.429634,Green,,2938887,100.0,,,,,,11.84,,,,,
2017-04-30T10:06:44.556252,Conservative,,1111885,5.8,5.4,,,,,11.89,11.89,,,,
2017-04-30T10:06:44.556252,Labour,,1111884,1.02,,,1.29,1.31,,475.52,,,53.45,49.0,
2017-04-30T10:06:44.556252,Liberal Democrat,,2938886,55.0,,,,,,12.34,,,,,
2017-04-30T10:06:44.556252,UKIP,,3614201,55.0,,,,,,11.89,,,,,
2017-04-30T10:06:44.556252,Green,,2938887,100.0,,,,,,11.89,,,,,
2017-04-30T22:06:40.296325,Conservative,,1111885,5.8,5.4,,,,,11.87,11.87,,,,
2017-04-30T22:06:40.296325,Labour,,1111884,1.02,,,1.29,1.31,,474.92,,,53.38,48.94,
2017-04-30T22:06:40.296325,Liberal Democrat,,2938886,55.0,,,,,,12.33,,,,,
2017-04-30T22:06:40.296325,UKIP,,3614201,55.0,,,,,,11.87,,,,,
2017-04-30T22:06:40.296325,Green,,2938887,100.0,,,,,,11.87,,,,,
2017-05-01T10:06:43.944058,Conservative,,1111885,5.8,5.4,,,,,11.87,11.87,,,,
