date,title,odds,identifier,available_to_back_0,available_to_back_1,available_to_back_2,available_to_lay_0,available_to_lay_1,available_to_lay_2,available_to_back_0_size,available_to_back_1_size,available_to_back_2_size,available_to_lay_0_size,available_to_lay_1_size,available_to_lay_2_size
2017-01-04T03:29:16.954845,Keir Starmer,6.6,9493100,6.6,6.0,5.5,,,,39.975639,12.937099999999997,63.145439,,,
2017-01-04T03:29:16.954845,Clive Lewis,9.0,10275266,9.0,8.0,7.2,,,,53.853619,31.742938999999996,31.742938999999996,,,
2017-01-04T03:29:16.954845,Dan Jarvis,16.0,8498836,13.0,12.5,11.0,,,,21.557912999999996,29.402499999999996,27.038538999999997,,,
2017-01-04T03:29:16.954845,John McDonnell,17.5,1527982,15.0,14.5,11.0,,,,16.794708,23.510239,32.425077,,,
2017-01-04T03:29:16.954845,David Miliband,24.0,2601254,18.0,15.5,15.0,,,,13.042948999999998,12.913578,29.402499999999996,,,
2017-01-04T03:29:16.954845,Owen Smith,29.0,9469792,21.0,17.0,12.0,,,,13.089992999999998,40.093249,14.101439000000001,,,
2017-01-04T03:29:16.954845,Lisa Nandy,23.0,5859546,17.5,17.0,1.01,,,,18.017539,29.402499999999996,132.85225599999998,,,
2017-01-04T03:29:16.954845,Sadiq Khan,28.0,4722753,22.0,20.0,16.0,,,,15.583324999999997,14.101439000000001,18.852883,,,
2017-01-04T03:29:16.954845,Tom Watson,23.0,9645423,13.5,12.0,11.0,,,,15.889110999999998,45.856139000000006,25.862438999999995,,,
2017-01-04T03:29:16.954845,Emily Thornberry,36.0,11148981,22.0,16.5,16.0,,,,12.372572,17.617978,11.761,,,
2017-01-04T03:29:16.954845,Angela Rayner,65.0,11811130,27.0,26.0,15.0,,,,13.784521999999999,11.761,14.101439000000001,,,
2017-01-04T03:29:16.954845,Yvette Cooper,70.0,1288344,34.0,30.0,29.0,,,,12.913578,13.466345,22.334138999999997,,,
2017-01-04T03:29:16.954845,Stephen Kinnock,34.0,10275264,32.0,30.0,1.01,,,,12.325527999999998,23.522,134.510557,,,
2017-01-04T03:29:16.954845,Hilary Benn,46.0,1140616,34.0,28.0,25.0,,,,12.313767,14.959991999999998,14.101439000000001,,,
2017-01-04T03:29:16.954845,Rachel Reeves,200.0,5859542,36.0,34.0,1.01,,,,11.996220000000001,47.044,130.523578,,,
2017-01-04T03:29:16.954845,Ed Balls,55.0,1140618,36.0,22.0,20.0,,,,14.077917,22.298856,14.101439000000001,,,
2017-01-04T03:29:16.954845,Chuka Umunna,60.0,4758164,42.0,26.0,1.01,,,,14.6932,12.090308,138.720995,,,
2017-01-04T03:29:16.954845,Richard Burgon,110.0,11478024,46.0,22.0,1.01,,,,12.901817,57.193743,141.23784899999998,,,
