date,title,odds,identifier,available_to_back_0,available_to_back_1,available_to_back_2,available_to_lay_0,available_to_lay_1,available_to_lay_2,available_to_back_0_size,available_to_back_1_size,available_to_back_2_size,available_to_lay_0_size,available_to_lay_1_size,available_to_lay_2_size
2017-04-23T22:06:16.110749,Conservative,,1111885,,,,,,,,,,,,
2017-04-23T22:06:16.110749,Labour,,1111884,,,,,,,,,,,,
2017-04-23T22:06:16.110749,UKIP,,3614201,,,,,,,,,,,,
2017-04-23T22:06:16.110749,Plaid Cymru,,1111890,,,,,,,,,,,,
2017-04-23T22:06:16.110749,Liberal Democrat,,2938886,,,,,,,,,,,,
2017-04-23T22:06:16.110749,Green,,2938887,,,,,,,,,,,,
2017-04-24T10:06:01.719375,Conservative,,1111885,,,,,,,,,,,,
2017-04-24T10:06:01.719375,Labour,,1111884,,,,,,,,,,,,
2017-04-24T10:06:01.719375,UKIP,,3614201,,,,,,,,,,,,
2017-04-24T10:06:01.719375,Plaid Cymru,,1111890,,,,,,,,,,,,
2017-04-24T10:06:01.719375,Liberal Democrat,,2938886,,,,,,,,,,,,
2017-04-24T10:06:01.719375,Green,,2938887,,,,,,,,,,,,
2017-04-24T22:06:01.456217,Conservative,,1111885,,,,,,,,,,,,
2017-04-24T22:06:01.456217,Labour,,1111884,,,,,,,,,,,,
2017-04-24T22:06:01.456217,UKIP,,3614201,,,,,,,,,,,,
2017-04-24T22:06:01.456217,Plaid Cymru,,1111890,,,,,,,,,,,,
2017-04-24T22:06:01.456217,Liberal Democrat,,2938886,,,,,,,,,,,,
2017-04-24T22:06:01.456217,Green,,2938887,,,,,,,,,,,,
2017-04-25T10:06:05.024234,Conservative,,1111885,,,,,,,,,,,,
2017-04-25T10:06:05.024234,Labour,,1111884,,,,,,,,,,,,
2017-04-25T10:06:05.024234,UKIP,,3614201,,,,,,,,,,,,
2017-04-25T10:06:05.024234,Plaid Cymru,,1111890,,,,,,,,,,,,
2017-04-25T10:06:05.024234,Liberal Democrat,,2938886,,,,,,,,,,,,
2017-04-25T10:06:05.024234,Green,,2938887,,,,,,,,,,,,
2017-04-25T22:05:58.706962,Conservative,,1111885,,,,4.0,,,,,,17.62,,
2017-04-25T22:05:58.706962,Labour,,1111884,,,,,,,,,,,,
2017-04-25T22:05:58.706962,UKIP,,3614201,,,,,,,,,,,,
2017-04-25T22:05:58.706962,Plaid Cymru,,1111890,,,,,,,,,,,,
2017-04-25T22:05:58.706962,Liberal Democrat,,2938886,,,,,,,,,,,,
2017-04-25T22:05:58.706962,Green,,2938887,,,,,,,,,,,,
