date,title,odds,identifier,available_to_back_0,available_to_back_1,available_to_back_2,available_to_lay_0,available_to_lay_1,available_to_lay_2,available_to_back_0_size,available_to_back_1_size,available_to_back_2_size,available_to_lay_0_size,available_to_lay_1_size,available_to_lay_2_size
2017-04-21T22:04:42.539186,Conservative,,1111885,,,,,,,,,,,,
2017-04-21T22:04:42.539186,UKIP,,3614201,,,,,,,,,,,,
2017-04-21T22:04:42.539186,Liberal Democrat,,2938886,,,,,,,,,,,,
2017-04-21T22:04:42.539186,Green,,2938887,,,,,,,,,,,,
2017-04-21T22:04:42.539186,Labour,,1111884,,,,,,,,,,,,
2017-04-22T10:04:37.298974,Conservative,,1111885,,,,,,,,,,,,
2017-04-22T10:04:37.298974,UKIP,,3614201,10.0,,,,,,2.39,,,,,
2017-04-22T10:04:37.298974,Liberal Democrat,,2938886,,,,,,,,,,,,
2017-04-22T10:04:37.298974,Green,,2938887,,,,,,,,,,,,
2017-04-22T10:04:37.298974,Labour,,1111884,,,,,,,,,,,,
2017-04-22T22:04:30.027107,Conservative,,1111885,,,,,,,,,,,,
2017-04-22T22:04:30.027107,UKIP,,3614201,10.0,,,,,,2.39,,,,,
2017-04-22T22:04:30.027107,Liberal Democrat,,2938886,,,,,,,,,,,,
2017-04-22T22:04:30.027107,Green,,2938887,,,,,,,,,,,,
2017-04-22T22:04:30.027107,Labour,,1111884,,,,,,,,,,,,
2017-04-23T10:04:35.896522,Conservative,,1111885,,,,,,,,,,,,
2017-04-23T10:04:35.896522,UKIP,,3614201,10.0,,,,,,2.39,,,,,
2017-04-23T10:04:35.896522,Liberal Democrat,,2938886,,,,,,,,,,,,
2017-04-23T10:04:35.896522,Green,,2938887,,,,,,,,,,,,
2017-04-23T10:04:35.896522,Labour,,1111884,,,,,,,,,,,,
2017-04-23T22:04:43.021292,Conservative,,1111885,,,,,,,,,,,,
2017-04-23T22:04:43.021292,UKIP,,3614201,10.0,,,,,,2.35,,,,,
2017-04-23T22:04:43.021292,Liberal Democrat,,2938886,,,,,,,,,,,,
2017-04-23T22:04:43.021292,Green,,2938887,,,,,,,,,,,,
2017-04-23T22:04:43.021292,Labour,,1111884,,,,,,,,,,,,
2017-04-24T10:04:39.810043,Conservative,,1111885,,,,,,,,,,,,
2017-04-24T10:04:39.810043,UKIP,,3614201,10.0,,,,,,2.36,,,,,
2017-04-24T10:04:39.810043,Liberal Democrat,,2938886,,,,,,,,,,,,
2017-04-24T10:04:39.810043,Green,,2938887,,,,,,,,,,,,
2017-04-24T10:04:39.810043,Labour,,1111884,,,,,,,,,,,,
