date,date_bet,bet_delay,bsp_reconciled,complete,inplay,number_of_winners,number_of_runners,number_of_active_runners,last_match_time,total_matched,total_available,cross_matching,runners_voidable,version,status
2017-03-06T11:05:22.729677,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,1371.8055314399107,False,False,1578726079,OPEN
2017-03-06T23:05:25.236449,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,1376.324043106652,False,False,1578726079,OPEN
2017-03-07T11:03:27.658649,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,1411.6133032883695,False,False,1578726079,OPEN
2017-03-07T23:03:34.022884,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,1414.327807426759,False,False,1578726079,OPEN
2017-03-08T11:03:27.759118,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,1409.6240853658537,False,False,1578726079,OPEN
2017-03-08T23:03:27.971358,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,1541.34002598206,False,False,1578726079,OPEN
2017-03-09T11:03:28.015439,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,135.0071000802618,False,False,1578726079,OPEN
2017-03-09T23:03:32.256787,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,134.71277842907386,False,False,1578726079,OPEN
2017-03-10T11:03:28.082840,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,134.6317937302912,False,False,1578726079,OPEN
2017-03-10T23:03:27.891550,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,134.31725164330894,False,False,1578726079,OPEN
2017-03-11T11:03:27.916765,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,134.23401090728805,False,False,1578726079,OPEN
2017-03-11T23:03:28.130095,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,142.04581525108495,False,False,1578726079,OPEN
2017-03-12T11:03:33.179179,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,142.04581525108495,False,False,1578726079,OPEN
2017-03-12T23:03:27.566683,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,177.28636109905108,False,False,1578726079,OPEN
2017-03-13T11:03:28.216693,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,178.25721735891227,False,False,1578726079,OPEN
2017-03-13T23:03:27.797226,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,178.2860417570163,False,False,1578726079,OPEN
2017-03-14T11:03:27.371862,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,142.81644859813088,False,False,1578726079,OPEN
2017-03-14T23:03:27.685477,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,143.1875,False,False,1578726079,OPEN
2017-03-15T11:03:28.068965,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,143.3377034919846,False,False,1578726079,OPEN
2017-03-15T23:03:39.649333,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,144.34549558021442,False,False,1578726079,OPEN
2017-03-16T11:03:39.650203,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,136.2268649225171,False,False,1578726079,OPEN
2017-03-16T23:03:27.336723,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,135.44437538844005,False,False,1578726079,OPEN
2017-03-17T11:03:28.674027,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,135.63341816150455,False,False,1578726079,OPEN
2017-03-17T23:03:27.640018,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,136.03919866029898,False,False,1578726079,OPEN
2017-03-18T11:03:27.638194,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,165.05781424841476,False,False,1578726079,OPEN
2017-03-18T23:03:32.579761,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,165.00683909475254,False,False,1578726079,OPEN
2017-03-19T11:03:35.929579,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,164.77121748308187,False,False,1578726079,OPEN
2017-03-19T23:03:27.965187,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,164.86573843858775,False,False,1578726079,OPEN
2017-03-20T11:03:27.755729,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,165.13187360039814,False,False,1578726079,OPEN
2017-03-20T23:03:29.860050,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,165.61323409844266,False,False,1578726079,OPEN
2017-03-21T11:03:33.097763,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,164.6586046511628,False,False,1578726079,OPEN
2017-03-21T23:03:28.417363,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,163.55681538082328,False,False,1578726079,OPEN
2017-03-22T11:03:30.413184,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,144.22854666174842,False,False,1578726079,OPEN
2017-03-22T23:03:29.511609,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,144.51936100861008,False,False,1578726079,OPEN
2017-03-23T11:03:29.101339,2019-11-01T21:00:00.000Z,0,False,False,False,1,8,8,,0.0,143.90596044680458,False,False,1578726079,OPEN
